,mushotel_type,is_canceled,booking_lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,weekend_stays,weekday_stays,wisymurfs,smurflings,number_of_babies,meal_type,smurfland,market_segment,booking_channel,smurfy_smurf,number_of_previous_cancellations,previous_bookings_not_canceled,requested_mushroom_type,allocated_mushroom_type,booking_changes,deposit_type,agent,moberry,days_in_waiting_list,customer_type,average_daily_rate,smurfberry_spaces_required,number_of_special_requests,smurvation_status_date,mushotel_location
7377,Smurfy Mushotel,1,16,Smurfy Passage,Harvestember,32,6,2.0,3.0,2.0,0.0,0.0,HB,MRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Swift-Smurf,251.0,0.0,0.0,"Smurfy Smurfly Passage, 26",Smurfy Jungle
89517,Village Mushotel,0,14,Smurfy Passage,Rainboway,21,18,0.0,4.0,1.0,0.0,0.0,BB,SMF,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,12.0,,0.0,Swift-Party,62.0,0.0,0.0,"Smurfy Rainboway Passage, 22",Smurfy Jungle
35241,Smurfy Mushotel,0,87,Blissful Beams,Sproutpril,16,16,1.0,0.0,2.0,0.0,0.0,BB,BEL,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,251.0,,0.0,Swift-Smurf,62.0,0.0,0.0,"Blissful Sproutpril Beams, 17",Smurfy Jungle
52171,Village Mushotel,1,35,Smurfy Passage,Sunspark,23,1,0.0,2.0,2.0,0.0,0.0,SC,CHN,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,84.24,0.0,0.0,"Smurfy Sunspark Passage, 01",Smurfy Jungle
36679,Smurfy Mushotel,0,106,Blissful Beams,Rainboway,21,22,1.0,3.0,2.0,0.0,0.0,HB,MCN,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Swift-Smurf,119.0,0.0,2.0,"Blissful Rainboway Beams, 26",Smurfy Jungle
12449,Smurfy Mushotel,1,51,Blissful Beams,Sunspark,26,30,2.0,2.0,2.0,0.0,0.0,BB,SMF,Corporate,Corporate,0.0,0.0,0.0,D,D,0.0,No Deposit,531.0,,0.0,Swift-Smurf,76.0,0.0,0.0,"Blissful Rainboway Beams, 12",Smurfy Jungle
10232,Smurfy Mushotel,1,70,Blissful Beams,Sparkleuary,8,22,0.0,4.0,2.0,0.0,0.0,BB,SMF,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,,405.0,0.0,Swift-Party,42.0,0.0,0.0,"Smurfy Merrysnow Passage, 14",Smurfy Jungle
40989,Village Mushotel,0,0,Wisdom Whirlwind,Harvestember,33,10,1.0,2.0,2.0,0.0,0.0,BB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,115.0,1.0,0.0,"Wisdom Harvestember Whirlwind, 13",Smurfy Jungle
78334,Village Mushotel,0,4,Blissful Beams,Blossommonth,5,31,0.0,2.0,1.0,0.0,0.0,BB,SMF,Corporate,Corporate,1.0,4.0,26.0,A,A,0.0,No Deposit,,40.0,0.0,Swift-Smurf,67.0,1.0,0.0,"Blissful Sparkleuary Beams, 02",Smurfy Jungle
64875,Village Mushotel,1,97,Blissful Beams,Frostmarch,11,18,2.0,2.0,2.0,0.0,0.0,SC,MCN,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,74.8,0.0,0.0,"Smurfy Merrysnow Passage, 11",Smurfy Jungle
13254,Smurfy Mushotel,1,31,Blissful Beams,Harvestember,32,6,2.0,3.0,2.0,0.0,0.0,HB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,241.0,,0.0,Swift-Smurf,225.6,0.0,1.0,"Blissful Smurfly Beams, 11",Smurfy Jungle
35499,Smurfy Mushotel,0,168,Blissful Beams,Sproutpril,16,19,1.0,4.0,2.0,0.0,0.0,BB,MCN,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Swift-Party,67.6,1.0,1.0,"Blissful Sproutpril Beams, 24",Smurfy Jungle
3715,Smurfy Mushotel,1,114,Wisdom Whirlwind,Merrysnow,53,31,0.0,2.0,2.0,0.0,0.0,BB,SMF,Smurfy Way,Smurfy Way,0.0,0.0,0.0,E,E,0.0,No Deposit,250.0,,0.0,Swift-Smurf,95.85,0.0,0.0,"Wisdom Merrysnow Whirlwind, 19",Smurfy Jungle
32123,Smurfy Mushotel,0,0,Blissful Beams,Blossommonth,3,17,0.0,1.0,2.0,0.0,0.0,BB,SMF,Smurfy Way,Smurfy Way,0.0,0.0,0.0,E,E,1.0,No Deposit,,,0.0,Swift-Smurf,60.0,0.0,0.0,"Blissful Blossommonth Beams, 18",Smurfy Jungle
77764,Village Mushotel,0,1,Wisdom Whirlwind,Goldenleaf,39,22,0.0,4.0,1.0,0.0,0.0,BB,WSD,Squads,TA/TO,0.0,0.0,0.0,A,E,2.0,No Deposit,1.0,,0.0,Swift-Party,170.0,0.0,0.0,"Wisdom Goldenleaf Whirlwind, 26",Smurfy Jungle
91471,Village Mushotel,0,47,Smurfy Passage,Sunspark,26,21,0.0,1.0,1.0,0.0,0.0,BB,MRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,B,0.0,No Deposit,9.0,,0.0,Swift-Smurf,101.7,0.0,1.0,"Smurfy Sunspark Passage, 22",Smurfy Jungle
42747,Village Mushotel,0,86,Wisdom Whirlwind,Goldenleaf,37,9,0.0,3.0,2.0,0.0,0.0,BB,FRK,Corporate,Corporate,0.0,0.0,0.0,A,D,1.0,No Deposit,,68.0,0.0,Swift-Party,100.0,0.0,0.0,"Wisdom Goldenleaf Whirlwind, 12",Smurfy Jungle
4827,Smurfy Mushotel,0,171,Smurfy Passage,Sproutpril,15,4,1.0,1.0,2.0,0.0,0.0,HB,SMF,Squads,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,298.0,,0.0,Swift-Party,85.0,0.0,0.0,"Smurfy Sproutpril Passage, 06",Smurfy Jungle
71704,Village Mushotel,1,78,Blissful Beams,Smurfly,28,10,1.0,3.0,3.0,0.0,0.0,BB,IRN,Giggleline TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Swift-Smurf,190.0,0.0,1.0,"Blissful Smurfly Beams, 02",Smurfy Jungle
27666,Smurfy Mushotel,0,229,Smurfy Passage,Goldenleaf,36,3,1.0,1.0,2.0,0.0,0.0,HB,SMF,Smurfy Way,Smurfy Way,0.0,0.0,0.0,D,D,4.0,No Deposit,,,0.0,Swift-Party,115.0,0.0,1.0,"Smurfy Goldenleaf Passage, 05",Smurfy Jungle
16946,Smurfy Mushotel,0,119,Wisdom Whirlwind,Goldenleaf,37,12,2.0,4.0,2.0,0.0,0.0,HB,MCN,Giggleline TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,240.0,,0.0,Swift-Smurf,102.6,0.0,1.0,"Wisdom Goldenleaf Whirlwind, 18",Smurfy Jungle
41971,Village Mushotel,1,11,Wisdom Whirlwind,Harvestember,35,29,0.0,1.0,2.0,0.0,0.0,BB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Leaf,90.0,0.0,2.0,"Wisdom Harvestember Whirlwind, 18",Smurfy Jungle
86201,Village Mushotel,0,5,Smurfy Passage,Frostmarch,14,28,1.0,1.0,1.0,0.0,0.0,SC,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,8.0,,0.0,Swift-Smurf,84.0,0.0,1.0,"Smurfy Frostmarch Passage, 30",Smurfy Jungle
1220,Smurfy Mushotel,0,128,Wisdom Whirlwind,Harvestember,34,19,1.0,4.0,2.0,0.0,0.0,BB,POL,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Swift-Smurf,120.6,1.0,0.0,"Wisdom Harvestember Whirlwind, 24",Smurfy Jungle
116889,Village Mushotel,0,38,Blissful Beams,Smurfly,30,24,1.0,1.0,2.0,0.0,0.0,BB,BRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,425.0,,0.0,Swift-Smurf,131.2,0.0,0.0,"Blissful Smurfly Beams, 26",Smurfy Jungle
8531,Smurfy Mushotel,1,65,Smurfy Passage,Frostwisp,41,4,0.0,5.0,1.0,0.0,0.0,BB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Swift-Smurf,70.0,0.0,0.0,"Smurfy Harvestember Passage, 02",Smurfy Jungle
89369,Village Mushotel,0,0,Blissful Beams,Frostmarch,12,20,1.0,0.0,1.0,0.0,0.0,BB,SMF,Gigglefree TA/TO,TA/TO,1.0,2.0,16.0,A,F,0.0,No Deposit,94.0,,0.0,Swift-Smurf,65.0,0.0,3.0,"Blissful Frostmarch Beams, 21",Smurfy Jungle
68356,Village Mushotel,1,19,Blissful Beams,Rainboway,20,15,1.0,3.0,3.0,0.0,0.0,BB,CHN,Giggleline TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,9.0,,0.0,Swift-Smurf,216.0,0.0,0.0,"Blissful Sproutpril Beams, 26",Smurfy Jungle
109576,Village Mushotel,0,133,Blissful Beams,Sproutpril,15,11,0.0,3.0,2.0,0.0,0.0,BB,AUT,Giggleline TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Swift-Smurf,133.5,0.0,3.0,"Blissful Sproutpril Beams, 14",Smurfy Jungle
55795,Village Mushotel,1,148,Smurfy Passage,Harvestember,35,21,2.0,1.0,3.0,0.0,0.0,BB,SMF,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,16.0,,0.0,Swift-Party,96.9,0.0,0.0,"Smurfy Frostmarch Passage, 28",Smurfy Jungle
69154,Village Mushotel,1,235,Blissful Beams,Rainboway,21,26,1.0,2.0,2.0,0.0,0.0,SC,WSD,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,142.1,0.0,1.0,"Blissful Blossommonth Beams, 05",Smurfy Jungle
93977,Village Mushotel,0,102,Smurfy Passage,Smurfly,31,25,1.0,4.0,3.0,0.0,0.0,BB,MRA,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,22.0,,0.0,Swift-Smurf,105.9,0.0,0.0,"Smurfy Smurfly Passage, 30",Smurfy Jungle
92544,Village Mushotel,0,0,Smurfy Passage,Smurfly,28,5,0.0,3.0,2.0,0.0,0.0,SC,USA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Swift-Smurf,110.46,0.0,1.0,"Smurfy Smurfly Passage, 08",Smurfy Jungle
72079,Village Mushotel,1,101,Blissful Beams,Smurfly,29,20,0.0,3.0,2.0,0.0,0.0,BB,CHN,Giggleline TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Swift-Smurf,136.5,0.0,1.0,"Blissful Sproutpril Beams, 24",Smurfy Jungle
26665,Smurfy Mushotel,0,15,Smurfy Passage,Harvestember,32,4,0.0,3.0,2.0,0.0,1.0,BB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,241.0,,0.0,Swift-Smurf,168.63,0.0,2.0,"Smurfy Harvestember Passage, 07",Smurfy Jungle
109818,Village Mushotel,0,11,Blissful Beams,Sproutpril,15,14,1.0,2.0,2.0,0.0,0.0,SC,NLD,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,138.33,0.0,2.0,"Blissful Sproutpril Beams, 17",Smurfy Jungle
68923,Village Mushotel,1,6,Blissful Beams,Rainboway,21,23,0.0,1.0,1.0,0.0,0.0,SC,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,10.0,,0.0,Swift-Smurf,95.0,0.0,0.0,"Blissful Rainboway Beams, 17",Smurfy Jungle
69266,Village Mushotel,1,184,Blissful Beams,Rainboway,22,28,2.0,3.0,2.0,0.0,0.0,BB,SMF,Squads,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,19.0,,0.0,Swift-Smurf,130.0,0.0,0.0,"Smurfy Hearthglen Passage, 25",Smurfy Jungle
116448,Village Mushotel,0,190,Blissful Beams,Smurfly,29,17,1.0,2.0,2.0,1.0,0.0,BB,BRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,125.1,0.0,2.0,"Blissful Smurfly Beams, 20",Smurfy Jungle
58377,Village Mushotel,1,184,Smurfy Passage,Frostwisp,42,12,0.0,1.0,2.0,0.0,0.0,SC,FRK,Giggleline TA,TA/TO,0.0,0.0,0.0,A,B,1.0,No Deposit,9.0,,0.0,Swift-Smurf,98.1,0.0,0.0,"Smurfy Frostwisp Passage, 07",Smurfy Jungle
115537,Village Mushotel,0,12,Blissful Beams,Smurfly,27,6,0.0,1.0,2.0,0.0,0.0,SC,NLD,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,120.0,0.0,1.0,"Blissful Smurfly Beams, 07",Smurfy Jungle
16784,Smurfy Mushotel,0,4,Wisdom Whirlwind,Goldenleaf,37,7,1.0,4.0,2.0,0.0,1.0,FB,SMF,Smurfy Way,Smurfy Way,0.0,0.0,0.0,A,A,2.0,No Deposit,,,0.0,Swift-Smurf,189.0,0.0,1.0,"Wisdom Goldenleaf Whirlwind, 12",Smurfy Jungle
93589,Village Mushotel,0,187,Smurfy Passage,Smurfly,30,22,0.0,2.0,2.0,0.0,0.0,SC,FRK,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,94.5,1.0,1.0,"Smurfy Smurfly Passage, 24",Smurfy Jungle
89879,Village Mushotel,0,233,Smurfy Passage,Rainboway,22,25,0.0,4.0,2.0,0.0,0.0,BB,MCN,Smurfy Way,Smurfy Way,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Swift-Smurf,95.4,0.0,1.0,"Smurfy Rainboway Passage, 29",Smurfy Jungle
18709,Smurfy Mushotel,0,0,Wisdom Whirlwind,Hearthglen,48,24,0.0,3.0,1.0,0.0,0.0,BB,SMF,Corporate,Corporate,0.0,0.0,0.0,A,D,1.0,No Deposit,,137.0,0.0,Swift-Smurf,35.0,0.0,0.0,"Wisdom Hearthglen Whirlwind, 27",Smurfy Jungle
103224,Village Mushotel,0,2,Smurfy Passage,Merrysnow,51,16,0.0,1.0,1.0,0.0,0.0,SC,IRN,Smurfy Way,Smurfy Way,0.0,0.0,0.0,A,A,0.0,No Deposit,,,0.0,Swift-Smurf,78.0,0.0,1.0,"Smurfy Merrysnow Passage, 17",Smurfy Jungle
26765,Smurfy Mushotel,0,138,Smurfy Passage,Harvestember,33,10,0.0,0.0,2.0,0.0,0.0,BB,WSD,Giggleline TA,TA/TO,0.0,0.0,0.0,E,I,0.0,No Deposit,240.0,,0.0,Swift-Smurf,0.0,0.0,1.0,"Smurfy Harvestember Passage, 10",Smurfy Jungle
65515,Village Mushotel,1,27,Blissful Beams,Sproutpril,14,4,0.0,5.0,2.0,1.0,0.0,BB,SMF,Smurfy Way,Smurfy Way,0.0,0.0,0.0,E,E,0.0,No Deposit,14.0,,0.0,Swift-Smurf,175.0,0.0,1.0,"Blissful Frostmarch Beams, 10",Smurfy Jungle
83317,Village Mushotel,0,59,Smurfy Passage,Blossommonth,5,28,0.0,1.0,1.0,0.0,0.0,BB,SMF,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,87.0,,0.0,Swift-Party,80.0,0.0,0.0,"Smurfy Blossommonth Passage, 29",Smurfy Jungle
85337,Village Mushotel,0,7,Smurfy Passage,Frostmarch,11,9,0.0,4.0,1.0,0.0,0.0,BB,BRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,99.0,0.0,1.0,"Smurfy Frostmarch Passage, 13",Smurfy Jungle
65934,Village Mushotel,1,48,Blissful Beams,Sproutpril,15,10,1.0,3.0,2.0,0.0,0.0,SC,MCN,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,108.0,0.0,0.0,"Blissful Sparkleuary Beams, 22",Smurfy Jungle
4365,Smurfy Mushotel,0,157,Smurfy Passage,Frostmarch,11,7,4.0,10.0,2.0,0.0,0.0,HB,WSD,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,115.0,,0.0,Swift-Smurf,63.9,0.0,0.0,"Smurfy Frostmarch Passage, 21",Smurfy Jungle
3889,Smurfy Mushotel,0,88,Smurfy Passage,Sparkleuary,6,5,2.0,2.0,2.0,0.0,0.0,BB,MRA,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,6.0,,0.0,Swift-Party,26.0,1.0,0.0,"Smurfy Sparkleuary Passage, 09",Smurfy Jungle
118149,Village Mushotel,0,107,Blissful Beams,Harvestember,32,11,2.0,2.0,2.0,0.0,0.0,BB,WSD,Giggleline TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,9.0,,0.0,Swift-Smurf,185.0,0.0,2.0,"Blissful Harvestember Beams, 15",Smurfy Jungle
24659,Smurfy Mushotel,0,3,Smurfy Passage,Rainboway,22,26,0.0,3.0,2.0,1.0,0.0,BB,AGO,Giggleline TA,TA/TO,0.0,0.0,0.0,H,H,0.0,No Deposit,240.0,,0.0,Swift-Smurf,150.0,1.0,0.0,"Smurfy Rainboway Passage, 29",Smurfy Jungle
111475,Village Mushotel,0,33,Blissful Beams,Rainboway,19,8,1.0,2.0,1.0,0.0,0.0,BB,ROU,Squads,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,39.0,,0.0,Swift-Party,130.0,0.0,0.0,"Blissful Rainboway Beams, 11",Smurfy Jungle
112778,Village Mushotel,0,128,Blissful Beams,Rainboway,21,26,0.0,2.0,2.0,0.0,0.0,BB,NLD,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Swift-Party,126.0,0.0,1.0,"Blissful Rainboway Beams, 28",Smurfy Jungle
73635,Village Mushotel,1,212,Blissful Beams,Harvestember,35,28,2.0,5.0,2.0,0.0,0.0,BB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Swift-Smurf,85.59,0.0,0.0,"Blissful Sunspark Beams, 13",Smurfy Jungle
36959,Smurfy Mushotel,0,137,Blissful Beams,Rainboway,21,27,2.0,5.0,1.0,0.0,0.0,BB,SMF,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,40.0,,0.0,Leaf,49.95,0.0,1.0,"Blissful Sunspark Beams, 03",Smurfy Jungle
101696,Village Mushotel,0,59,Smurfy Passage,Hearthglen,47,14,1.0,2.0,2.0,0.0,0.0,BB,FRK,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,28.0,,0.0,Swift-Party,75.0,0.0,1.0,"Smurfy Hearthglen Passage, 17",Smurfy Jungle
37397,Smurfy Mushotel,0,36,Blissful Beams,Sunspark,24,12,1.0,4.0,2.0,0.0,0.0,BB,FRK,Giggleline TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,240.0,,0.0,Swift-Smurf,170.0,1.0,1.0,"Blissful Sunspark Beams, 17",Smurfy Jungle
100601,Village Mushotel,0,28,Smurfy Passage,Frostwisp,44,28,0.0,2.0,2.0,0.0,0.0,SC,MRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,110.0,0.0,2.0,"Smurfy Frostwisp Passage, 30",Smurfy Jungle
83312,Village Mushotel,0,2,Smurfy Passage,Blossommonth,5,24,2.0,2.0,2.0,0.0,0.0,BB,ITA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,93.0,0.0,0.0,"Smurfy Blossommonth Passage, 28",Smurfy Jungle
55267,Village Mushotel,1,142,Smurfy Passage,Harvestember,33,9,0.0,3.0,2.0,1.0,0.0,BB,MRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,130.5,0.0,1.0,"Smurfy Harvestember Passage, 01",Smurfy Jungle
89638,Village Mushotel,0,96,Smurfy Passage,Rainboway,22,23,1.0,0.0,2.0,0.0,0.0,SC,WSD,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Party,116.1,0.0,0.0,"Smurfy Rainboway Passage, 24",Smurfy Jungle
58761,Village Mushotel,1,115,Smurfy Passage,Frostwisp,42,15,2.0,4.0,3.0,0.0,0.0,BB,NLD,Giggleline TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Swift-Smurf,151.2,0.0,0.0,"Smurfy Sunspark Passage, 26",Smurfy Jungle
18738,Smurfy Mushotel,0,11,Wisdom Whirlwind,Hearthglen,48,23,1.0,4.0,2.0,0.0,0.0,HB,MRA,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Swift-Smurf,55.0,0.0,1.0,"Wisdom Hearthglen Whirlwind, 28",Smurfy Jungle
15847,Smurfy Mushotel,0,88,Wisdom Whirlwind,Smurfly,31,29,2.0,5.0,2.0,0.0,0.0,BB,IRL,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,95.0,,0.0,Swift-Smurf,132.5,0.0,1.0,"Wisdom Harvestember Whirlwind, 05",Smurfy Jungle
85004,Village Mushotel,0,1,Smurfy Passage,Frostmarch,10,4,1.0,2.0,3.0,0.0,0.0,BB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,9.0,,0.0,Swift-Smurf,137.0,0.0,2.0,"Smurfy Frostmarch Passage, 07",Smurfy Jungle
19803,Smurfy Mushotel,0,9,Smurfy Passage,Blossommonth,2,4,0.0,0.0,2.0,0.0,0.0,BB,SMF,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,314.0,,0.0,Swift-Smurf,0.0,0.0,0.0,"Smurfy Blossommonth Passage, 04",Smurfy Jungle
27693,Smurfy Mushotel,0,34,Smurfy Passage,Harvestember,36,31,2.0,5.0,2.0,0.0,0.0,HB,SMF,Smurfy Way,Smurfy Way,0.0,0.0,0.0,A,A,1.0,No Deposit,,,0.0,Swift-Smurf,170.0,1.0,3.0,"Smurfy Goldenleaf Passage, 07",Smurfy Jungle
76719,Village Mushotel,0,0,Blissful Beams,Blossommonth,4,24,0.0,3.0,1.0,0.0,0.0,BB,SMF,Corporate,Corporate,1.0,6.0,60.0,A,A,1.0,No Deposit,,40.0,0.0,Swift-Smurf,65.0,0.0,1.0,"Blissful Blossommonth Beams, 27",Smurfy Jungle
77449,Village Mushotel,0,0,Wisdom Whirlwind,Goldenleaf,38,13,2.0,4.0,1.0,0.0,0.0,BB,BRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Swift-Smurf,136.0,0.0,0.0,"Wisdom Goldenleaf Whirlwind, 19",Smurfy Jungle
73254,Village Mushotel,1,186,Blissful Beams,Harvestember,33,17,0.0,3.0,2.0,0.0,0.0,BB,NLD,Giggleline TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Swift-Smurf,131.7,0.0,0.0,"Blissful Sparkleuary Beams, 12",Smurfy Jungle
16129,Smurfy Mushotel,0,61,Wisdom Whirlwind,Harvestember,33,9,2.0,5.0,3.0,0.0,0.0,FB,SMF,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,149.0,,0.0,Swift-Smurf,225.45,0.0,1.0,"Wisdom Harvestember Whirlwind, 16",Smurfy Jungle
29122,Smurfy Mushotel,0,57,Smurfy Passage,Frostwisp,43,16,2.0,3.0,2.0,0.0,0.0,BB,WSD,Giggleline TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Swift-Smurf,68.0,0.0,2.0,"Smurfy Frostwisp Passage, 21",Smurfy Jungle
45647,Village Mushotel,0,140,Wisdom Whirlwind,Hearthglen,47,18,0.0,3.0,2.0,0.0,0.0,BB,SMF,Squads,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,29.0,,87.0,Swift-Party,75.0,0.0,1.0,"Wisdom Hearthglen Whirlwind, 21",Smurfy Jungle
9772,Smurfy Mushotel,1,78,Smurfy Passage,Merrysnow,53,31,1.0,1.0,2.0,0.0,0.0,BB,SMF,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,D,D,1.0,No Deposit,181.0,,0.0,Swift-Smurf,162.0,0.0,0.0,"Smurfy Frostwisp Passage, 20",Smurfy Jungle
12467,Smurfy Mushotel,1,224,Blissful Beams,Smurfly,26,1,2.0,2.0,3.0,1.0,0.0,BB,POL,Giggleline TA,TA/TO,0.0,0.0,0.0,H,H,0.0,No Deposit,240.0,,0.0,Swift-Smurf,185.0,0.0,0.0,"Blissful Sparkleuary Beams, 03",Smurfy Jungle
51551,Village Mushotel,1,90,Smurfy Passage,Rainboway,21,21,1.0,1.0,2.0,0.0,0.0,SC,MRA,Giggleline TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Swift-Smurf,116.1,0.0,0.0,"Smurfy Frostmarch Passage, 21",Smurfy Jungle
101730,Village Mushotel,0,13,Smurfy Passage,Hearthglen,47,14,1.0,2.0,2.0,1.0,0.0,BB,MCN,Giggleline TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,9.0,,0.0,Swift-Smurf,125.0,0.0,2.0,"Smurfy Hearthglen Passage, 17",Smurfy Jungle
90105,Village Mushotel,0,109,Smurfy Passage,Rainboway,23,30,1.0,2.0,2.0,0.0,0.0,BB,POL,Gigglefree TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,28.0,,0.0,Swift-Smurf,75.0,0.0,0.0,"Smurfy Sunspark Passage, 02",Smurfy Jungle
17483,Smurfy Mushotel,1,287,Wisdom Whirlwind,Frostwisp,42,15,1.0,3.0,2.0,0.0,0.0,BB,WSD,Squads,Corporate,0.0,1.0,0.0,A,I,1.0,No Deposit,,223.0,0.0,Swift-Party,44.5,0.0,0.0,"Wisdom Frostwisp Whirlwind, 12",Smurfy Jungle
22412,Smurfy Mushotel,0,13,Smurfy Passage,Frostmarch,13,21,1.0,2.0,2.0,0.0,0.0,BB,MRA,Smurfy Way,Smurfy Way,0.0,0.0,0.0,A,A,0.0,No Deposit,250.0,,0.0,Swift-Party,46.33,0.0,0.0,"Smurfy Frostmarch Passage, 24",Smurfy Jungle
33031,Smurfy Mushotel,0,3,Blissful Beams,Sparkleuary,6,11,0.0,1.0,2.0,0.0,0.0,BB,SMF,Giggleline TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,240.0,,0.0,Swift-Smurf,75.0,1.0,2.0,"Blissful Sparkleuary Beams, 12",Smurfy Jungle
