id,satisfied,evaluation,projects,work_hours,total_time_spent,had_accident,still_working,got_promoted,department,salary_range
257,0..81,0.84,"Smurfs  ,Drug Design,  AiFest23  ,Smurfs",143,2,0,0,0,technical,medium
258,0.82,0.73,"SecCamp ,Penalizing System,Smurfs  ",148,4,0,0,0,sales,high
259,,0.99,"WebCamp,  Penalizing System, SecCamp ",236,4,0,1,0,sales,medium
260,0.51,0.56,"Raid Dorms Cook,Penalizing System,  Drug Design  ,Salah lFrog",168,2,0,0,0,sales,low
261,0.82,0.89,"Drug Design,  Drug Design  ,SecCamp ,Farmy,Smurfs",182,3,0,0,0,IT,low
262,0.78,0.92,"Smurfs,  Drug Design  , SecCamp ,Smurfs  ,  Penalizing System",242,4,0,0,0,RandD,medium
263,0.9,0.99,"Drug Design,Salah lFrog,WebCamp,  Penalizing System, SecCamp ",260,5,0,1,0,sales,low
264,0.87,0.9," SecCamp ,Smurfs,  AiFest23  ,SecCamp ,Smurfs  ",258,5,0,1,0,support,low
265,0.66,0.63,"WebCamp,SecCamp ,Raid Dorms Cook",166,3,0,0,0,IT,high
266,0.68,0.59,"Penalizing System,  AiFest23  ,WebCamp,Drug Design",147,2,0,0,0,marketing,medium
267,0.87,0.54," SecCamp ,Farmy,Drug Design",268,3,0,0,0,support,medium
268,0.64,0.97,"Penalizing System,Smurfs,Smurfs  ,Salah lFrog",268,2,0,0,0,technical,low
269,0.42,0.4,"Penalizing System,Drug Design,Salah lFrog",160,2,0,0,0,technical,low
270,0.17,0.59,"Salah lFrog,Smurfs  ,Raid Dorms Cook,  Penalizing System,SecCamp ,Smurfs",160,2,0,0,0,IT,low
271,0.37,0.47,"Farmy,  Drug Design  ",150,3,0,1,0,technical,medium
272,0.19,0.61,"Salah lFrog, SecCamp ,WebCamp,SecCamp ",127,8,0,0,0,sales,low
273,0.59,0.71,"Salah lFrog,Drug Design,AiFest23,  Penalizing System,WebCamp",169,2,0,0,0,sales,low
274,,0.94,"Smurfs  ,Farmy,Salah lFrog, SecCamp ,Smurfs,Drug Design",141,3,1,0,0,sales,low
275,0.24,0.94,"Smurfs  ,WebCamp,  Drug Design  ,Penalizing System",146,4,0,0,0,product_mng,medium
276,0.36,0.5,"Smurfs,WebCamp",132,3,0,1,0,technical,low
277,0.79,0.87,"Smurfs  ,Drug Design,  Drug Design  ,Salah lFrog",253,2,0,0,0,technical,medium
278,0..74,0.67,"Farmy,WebCamp,Penalizing System",273,3,1,0,0,hr,low
279,0.22,0.89,"SecCamp ,  AiFest23  ,WebCamp,Penalizing System,AiFest23,Smurfs",278,5,1,0,0,support,medium
280,0.95,0.53,"Salah lFrog,WebCamp,Farmy",174,3,0,0,0,support,medium
281,0.35,0.59,"AiFest23,Drug Design,Farmy, SecCamp ,Penalizing System",268,3,0,0,0,accounting,low
282,0.74,0.67,"Penalizing System,  Drug Design  ,SecCamp ,  Penalizing System",158,3,0,0,0,sales,low
283,0.24,0.94,"Raid Dorms Cook,Farmy,Smurfs,Drug Design, SecCamp ,Penalizing System",237,5,0,0,0,hr,medium
284,0.45,0.54,"  Drug Design  ,  AiFest23  ",135,3,0,1,0,sales,low
285,0.93,0.68,"  Penalizing System,Farmy,  AiFest23  ,AiFest23",196,2,1,0,0,support,low
286,0.84,0.78,"Salah lFrog,  Drug Design  ,Drug Design, SecCamp ",263,3,0,0,0,IT,low
287,0.36,0.55,"Penalizing System,Drug Design",138,3,0,1,0,support,medium
288,,0.77,"  Drug Design  ,Drug Design,  AiFest23  ,Smurfs,AiFest23,  Penalizing System,Farmy",250,5,0,1,0,RandD,medium
289,0.66,0.8,"Farmy,Penalizing System,Drug Design,  Penalizing System",183,2,1,0,0,technical,medium
290,,0.59,"Drug Design,Raid Dorms Cook,  Penalizing System, SecCamp ,  AiFest23  ",150,2,0,0,0,sales,low
291,0.6,0.59,"Penalizing System,WebCamp,Farmy,  Penalizing System",201,3,0,0,0,sales,medium
292,0.6,0.4," SecCamp ,Farmy,  Penalizing System",146,4,1,0,0,technical,low
293,0.75,0.85,"Penalizing System,AiFest23, SecCamp ",250,6,0,0,0,technical,medium
294,0.74,0.97,"AiFest23, SecCamp ,Salah lFrog,Smurfs  ,Drug Design",238,5,0,1,0,IT,low
295,0.9,0.58,"  AiFest23  ,Farmy, SecCamp ",244,8,0,0,0,sales,low
296,0.27,0.42,"SecCamp ,Salah lFrog,Penalizing System,AiFest23,Drug Design,Smurfs",173,7,0,0,0,sales,medium
297,0.78,0.9,"Penalizing System,Drug Design,Salah lFrog,Smurfs  ,  Drug Design  ",158,3,0,0,0,sales,low
298,0.24,0.6,"Drug Design,Smurfs",194,6,0,0,0,IT,medium
299,,0.48,"Drug Design,Raid Dorms Cook,Penalizing System",182,2,0,0,0,IT,low
300,0.11,0.91,"AiFest23,Salah lFrog,Smurfs  ,Penalizing System,  AiFest23  ,Smurfs, SecCamp ",287,4,0,1,0,sales,low
301,0.39,0.57,"Salah lFrog,  Drug Design  ",150,3,0,1,0,support,low
302,0.6,0.84,"Smurfs,Drug Design",221,3,0,0,0,accounting,low
303,,0.91,"Farmy,Smurfs  ,Salah lFrog",244,3,0,0,0,product_mng,medium
304,0..92,0.9,"Raid Dorms Cook,WebCamp,  Penalizing System,  Drug Design  ,Salah lFrog",248,5,0,1,0,sales,low
305,0.8,0.98,"AiFest23,Farmy,Drug Design",189,6,0,0,0,IT,low
306,0.13,1.0,"  AiFest23  ,  Penalizing System,Smurfs  ,Salah lFrog",157,5,1,0,0,technical,low
307,0.1,0.82," SecCamp ,AiFest23,WebCamp,  AiFest23  ,Salah lFrog,  Drug Design  ",244,4,0,1,0,technical,medium
308,0.45,0.54,"Smurfs,WebCamp",135,3,0,1,0,sales,low
309,0.82,0.86,"Farmy,SecCamp , SecCamp ,AiFest23,  AiFest23  ",243,5,0,1,0,IT,low
310,0.94,0.58,"Drug Design,  Penalizing System,Smurfs  ,Raid Dorms Cook, SecCamp ",190,3,1,0,0,support,high
311,,0.89,"Drug Design,WebCamp,AiFest23",239,3,0,0,0,IT,medium
312,0.59,0.72,"SecCamp ,WebCamp,Raid Dorms Cook,  Penalizing System",168,4,0,0,0,management,medium
313,0.34,0.6,"Penalizing System,Raid Dorms Cook,Smurfs,WebCamp",114,3,0,0,0,technical,medium
314,0.19,0.94,"  Drug Design  ,AiFest23,  Penalizing System,Salah lFrog",196,5,0,0,0,technical,low
315,0.52,0.38,"Raid Dorms Cook,AiFest23",103,3,0,0,0,support,medium
316,,0.93,"Smurfs,Penalizing System,AiFest23,  Penalizing System,Drug Design",270,3,1,0,0,sales,low
317,0.13,0.97," SecCamp ,Drug Design,Smurfs",156,2,0,0,0,support,medium
318,0.8,0.85,"Drug Design,Penalizing System,AiFest23,Raid Dorms Cook",264,5,0,1,0,support,medium
319,0..53,0.84,"Raid Dorms Cook,WebCamp,Penalizing System,  AiFest23  ",219,2,0,0,0,hr,high
320,0.39,0.49,"Raid Dorms Cook,  Penalizing System",146,3,0,1,0,support,low
321,0.83,0.86,"WebCamp,  Drug Design  ,Penalizing System",179,2,0,0,0,RandD,medium
322,0..11,0.81,"  AiFest23  ,Salah lFrog,Farmy,AiFest23,Smurfs,Raid Dorms Cook",266,4,1,1,0,sales,medium
323,0.11,0.89," SecCamp ,Smurfs  ,SecCamp ,AiFest23,WebCamp,Salah lFrog",260,5,0,1,0,sales,low
324,0.66,0.62,"SecCamp ,  Drug Design  ,Drug Design",144,3,0,0,0,management,low
325,0.82,0.91,"Salah lFrog,SecCamp ,Raid Dorms Cook,Smurfs  ,  AiFest23  ",232,5,0,1,0,technical,low
326,0.16,0.83,"  Penalizing System,Smurfs, SecCamp ,AiFest23,Drug Design",173,4,0,0,0,IT,high
327,0.7,0.57,"Penalizing System,Raid Dorms Cook,  AiFest23  ",180,2,0,0,0,sales,medium
328,0.38,0.51,"SecCamp ,Farmy",159,3,0,1,0,sales,low
329,0.83,0.5,"Penalizing System, SecCamp ,  Drug Design  ,AiFest23,Salah lFrog,Smurfs  ",165,3,0,0,0,management,medium
330,0.37,0.52,"WebCamp,Smurfs  ",155,3,0,1,0,technical,medium
331,0.17,0.4," SecCamp ,Salah lFrog,Farmy,Penalizing System",286,3,0,0,0,support,low
332,0.79,0.67,"Farmy,Penalizing System,  Penalizing System,Drug Design,  Drug Design  ",156,2,0,0,0,product_mng,low
333,0.83,0.55,"  Drug Design  ,Drug Design,SecCamp ",271,7,0,0,0,sales,medium
334,0.62,0.77,"  AiFest23  ,WebCamp,Penalizing System",271,2,0,0,0,sales,medium
335,0.09,0.88,"  Drug Design  ,Penalizing System,  Penalizing System,Smurfs,Raid Dorms Cook,Drug Design,  AiFest23  ",265,4,0,1,0,sales,medium
336,0.65,0.62,"Smurfs  ,Salah lFrog,Drug Design,  AiFest23  ",235,3,0,0,0,support,low
337,0.89,0.66,"  Drug Design  ,Penalizing System,Drug Design,AiFest23",176,3,0,0,0,sales,high
338,0.87,0.9,"Raid Dorms Cook,Farmy,Drug Design,Smurfs",214,3,0,0,0,technical,medium
339,0.09,0.82,"Drug Design,Salah lFrog,Penalizing System,WebCamp,Smurfs  ,Farmy",251,4,0,1,0,support,low
340,0.95,0.47,"SecCamp ,Penalizing System, SecCamp ,Raid Dorms Cook,Smurfs  ,WebCamp",215,4,0,0,0,support,low
341,0.81,0.62,"Smurfs  ,Salah lFrog,  Penalizing System,  AiFest23  ",197,3,0,0,0,hr,low
342,0.45,0.53,"Drug Design,Farmy",129,3,0,1,0,technical,high
343,0.52,0.55,"  Drug Design  ,AiFest23,WebCamp, SecCamp ,SecCamp ",174,3,1,0,0,sales,medium
344,0.58,0.57,"Drug Design,WebCamp,Raid Dorms Cook, SecCamp ,  AiFest23  ",205,2,0,0,0,marketing,high
345,0.84,0.85,"  AiFest23  ,Raid Dorms Cook,Salah lFrog",243,2,0,0,0,accounting,low
346,0.82,0.58,"Farmy,WebCamp",248,6,0,0,0,management,low
347,,0.61,"  Penalizing System,WebCamp,  AiFest23  ,Penalizing System",193,2,0,0,0,support,high
348,0.82,0.82,"  Drug Design  ,AiFest23,Salah lFrog,Penalizing System,Smurfs  ",285,2,1,0,0,IT,low
349,0.27,0.39,"  Penalizing System,WebCamp,Smurfs,Smurfs  ",193,4,0,0,0,technical,medium
350,,0.66,"  AiFest23  ,Farmy,Smurfs",256,2,1,0,0,sales,medium
351,0.37,0.48,"Farmy,AiFest23",154,3,0,1,0,management,low
352,0.23,0.72,"Smurfs  ,  AiFest23  ,Raid Dorms Cook,Salah lFrog,Drug Design, SecCamp ",121,3,0,0,0,support,medium
353,0.45,0.64,"Smurfs,AiFest23,Farmy",169,10,0,0,0,IT,medium
354,0.76,0.64,"Raid Dorms Cook,  Penalizing System,Penalizing System,Drug Design",144,2,0,0,0,sales,high
355,0.65,0.65,"Salah lFrog,Smurfs  ,Drug Design,SecCamp ",224,3,0,0,0,sales,low
356,0.93,0.78,"  Drug Design  ,Salah lFrog,Smurfs  ,WebCamp,Raid Dorms Cook",191,4,0,0,0,hr,medium
357,0.76,0.76,"Penalizing System,Drug Design, SecCamp ,  Penalizing System",149,3,0,0,0,technical,medium
358,0.7,0.88," SecCamp ,  Drug Design  ,AiFest23,Smurfs  ",180,2,0,0,0,support,medium
359,0.55,0.63,"WebCamp,Salah lFrog,  Drug Design  ",201,2,1,0,0,support,high
360,0.8,0.75,"  Drug Design  ,  Penalizing System,  AiFest23  ",268,2,0,1,0,sales,medium
361,0.09,0.77,"Farmy,Smurfs,SecCamp ,Smurfs  ,  Drug Design  ,  AiFest23  ",290,4,0,1,0,technical,medium
362,0.75,0.76,"Salah lFrog,Smurfs,Raid Dorms Cook",246,3,0,0,0,sales,medium
363,0.35,0.37,"Penalizing System,  AiFest23  ,Farmy,Smurfs  ",153,2,0,0,0,sales,medium
364,0.13,0.91,"SecCamp ,Smurfs,Farmy,Raid Dorms Cook",175,5,0,0,0,technical,low
365,0.45,0.47," SecCamp ,  Penalizing System",151,3,0,1,0,accounting,medium
366,0.16,0.56,"  Penalizing System,Penalizing System,Drug Design,  Drug Design  ,SecCamp , SecCamp ",196,3,0,0,0,technical,medium
367,0.97,0.63,"  Penalizing System,  AiFest23  ,Penalizing System",270,4,1,0,0,technical,high
368,0.65,0.4,"Farmy,Raid Dorms Cook,  Penalizing System,SecCamp ,Smurfs",125,4,0,0,0,sales,low
369,0.49,0.88,"SecCamp , SecCamp ,Salah lFrog,WebCamp",240,8,0,0,0,product_mng,medium
370,0.84,0.87,"Penalizing System,Farmy,Drug Design",271,3,0,0,0,marketing,low
371,0.39,0.52,"AiFest23,Drug Design",102,8,0,0,0,technical,medium
372,0.61,0.6,"Drug Design,Raid Dorms Cook,Penalizing System",255,2,0,0,0,RandD,medium
373,0.93,0.57,"AiFest23,  Penalizing System,  Drug Design  ,Penalizing System,  AiFest23  ",143,2,0,0,0,support,medium
374,0.86,0.82,"  Drug Design  ,SecCamp ,Farmy,Salah lFrog",212,2,0,0,0,product_mng,medium
375,0.52,0.55,"  Drug Design  ,Raid Dorms Cook,AiFest23,WebCamp,  AiFest23  ",192,3,0,0,0,support,medium
376,0.38,0.52,"SecCamp ,Penalizing System",171,3,0,0,0,accounting,medium
377,0.81,0.73,"Raid Dorms Cook,Smurfs  ,Smurfs,Drug Design",272,2,0,0,0,sales,medium
378,0.59,0.57,"Raid Dorms Cook,SecCamp ",156,2,0,0,0,sales,low
379,1.0,0.96,"AiFest23,Smurfs,Salah lFrog,Drug Design",155,3,0,0,0,support,medium
380,0.45,0.48,"Smurfs,Raid Dorms Cook",158,3,0,1,0,technical,low
381,,0.68,"Smurfs  ,  AiFest23  ,  Penalizing System",269,3,1,0,0,technical,low
382,0.62,0.64,"SecCamp ,Smurfs  ,Salah lFrog, SecCamp ,  AiFest23  ",229,2,0,0,0,hr,medium
383,,0.51,"  Drug Design  ,Farmy",160,3,0,1,0,support,medium
384,0.5,0.56,"AiFest23,Smurfs  ,Drug Design",263,4,0,0,0,hr,medium
385,0.13,0.62,"WebCamp,Penalizing System, SecCamp ,Smurfs  ,  AiFest23  ",268,3,0,0,0,sales,medium
386,0.77,0.56,"  AiFest23  ,AiFest23,  Penalizing System,Penalizing System,WebCamp",226,4,0,0,0,sales,low
387,0.99,0.75,"Smurfs  ,Salah lFrog,Drug Design,WebCamp",163,2,0,0,0,sales,low
388,0.73,0.99,"WebCamp,Smurfs,Salah lFrog,  AiFest23  ,AiFest23",262,5,0,1,0,product_mng,medium
389,0.66,0.76,"SecCamp ,Raid Dorms Cook,Farmy",207,2,0,0,0,accounting,low
390,0.82,1.0,"Farmy,  Drug Design  ,Smurfs,AiFest23",229,6,0,1,0,hr,medium
391,0.43,0.47,"Salah lFrog,Penalizing System",128,3,0,1,0,technical,medium
392,0.66,0.53,"Penalizing System,Raid Dorms Cook,Smurfs",164,6,0,0,0,support,low
393,0.4,0.46,"Smurfs  , SecCamp ",149,3,0,1,0,technical,medium
394,0.15,0.87,"Drug Design,SecCamp ,Raid Dorms Cook,Smurfs  ",194,4,0,0,0,sales,low
395,0.84,0.73,"  Drug Design  , SecCamp ,WebCamp",181,3,1,0,0,sales,medium
396,0.09,0.78,"  Drug Design  ,Smurfs, SecCamp ,AiFest23,WebCamp,Penalizing System",260,4,0,1,0,IT,medium
397,0.74,0.77,"  Drug Design  ,  AiFest23  ,Drug Design",233,3,0,0,0,technical,low
398,0.53,0.64,"WebCamp,Farmy",109,3,0,0,0,hr,medium
399,0.42,0.51,"  Drug Design  ,AiFest23",136,3,0,1,0,technical,medium
400,,0.73,"Salah lFrog,Smurfs,SecCamp ",203,2,0,0,0,technical,low
401,0.17,0.64,"Smurfs, SecCamp ,Penalizing System,Drug Design,SecCamp ,  Drug Design  ",205,5,1,0,0,sales,medium
402,1.0,0.66,"Penalizing System,SecCamp ,Smurfs,  AiFest23  ",238,4,0,0,0,accounting,low
403,0.83,0.73,"Smurfs,WebCamp,Farmy,Raid Dorms Cook",157,2,0,0,0,RandD,medium
404,0.2,0.78,"Salah lFrog,Farmy,  AiFest23  ,Drug Design",196,3,0,0,0,management,low
405,0.31,0.53,"WebCamp,Raid Dorms Cook",146,3,1,0,0,support,low
406,0.66,0.74,"Raid Dorms Cook,Penalizing System,Drug Design, SecCamp ",270,2,1,0,0,sales,low
407,,0.9,"AiFest23,  AiFest23  ,Salah lFrog,Farmy",188,4,1,0,0,sales,low
408,0.49,0.71," SecCamp ,Drug Design,Farmy",196,3,0,0,0,RandD,low
409,0.4,0.51,"Smurfs  ,Salah lFrog",156,3,0,1,0,sales,medium
410,0.47,0.49,"Drug Design,Penalizing System",112,3,1,0,0,support,medium
411,0.4,0.51,"  AiFest23  ,Farmy",145,3,0,1,0,hr,low
412,0.62,0.71,"  Penalizing System,Penalizing System,  AiFest23  ",255,2,0,0,0,technical,medium
413,0.66,0.65,"Raid Dorms Cook,Penalizing System,  AiFest23  ",272,10,0,0,0,IT,medium
414,0.44,0.46,"Raid Dorms Cook,AiFest23",154,3,0,1,0,technical,low
415,0.57,0.88,"Smurfs,Drug Design,  Penalizing System,Farmy",140,2,0,0,0,support,medium
416,0.73,0.5,"WebCamp,Salah lFrog,Smurfs  ",208,2,0,0,0,sales,medium
417,0..95,0.71,"Salah lFrog,Smurfs,Raid Dorms Cook,AiFest23",151,4,0,0,0,sales,medium
418,0.75,0.73,"  Drug Design  ,Smurfs,WebCamp,Farmy,AiFest23",181,3,1,0,0,technical,low
419,0.89,0.97,"Salah lFrog,Penalizing System,Smurfs  ,Farmy",264,5,0,1,0,marketing,low
420,0.39,0.47,"  AiFest23  ,Salah lFrog",135,3,0,1,0,sales,low
421,0.5,0.7,"Smurfs  ,Raid Dorms Cook,  Drug Design  ,Farmy,Salah lFrog",264,2,0,0,0,technical,low
422,0.26,0.97,"Smurfs  ,  AiFest23  ,Raid Dorms Cook",125,2,0,0,0,support,low
423,0.75,0.98,"  Penalizing System,AiFest23,Drug Design",143,2,0,0,0,IT,low
424,0.91,0.82,"AiFest23, SecCamp ",241,3,0,0,0,sales,medium
425,0.78,0.63,"  Penalizing System,Salah lFrog,  Drug Design  ,SecCamp ,WebCamp",259,3,0,0,0,sales,low
426,0.11,0.78,"Penalizing System, SecCamp ,Raid Dorms Cook,  Drug Design  ,  AiFest23  ,  Penalizing System",245,4,0,1,0,technical,low
427,0.96,0.83,"Smurfs,SecCamp ,  Penalizing System,  Drug Design  ",132,6,0,0,0,technical,high
428,0.83,0.65,"Farmy,AiFest23,SecCamp ",231,2,0,0,0,support,low
429,0.51,0.65,"Salah lFrog,Smurfs,SecCamp ,  Drug Design  ",269,3,0,0,0,support,medium
430,0.23,0.75," SecCamp ,Penalizing System,WebCamp,Smurfs  ,Drug Design,AiFest23",220,3,0,0,0,support,medium
431,0.28,0.76,"AiFest23,  AiFest23  ,Raid Dorms Cook",150,2,0,0,0,technical,medium
432,,0.5,"Drug Design,Smurfs  ",146,3,0,1,0,IT,medium
433,0.7,0.5,"Farmy,Raid Dorms Cook,Drug Design",251,2,0,0,0,technical,medium
434,0.73,0.81,"WebCamp,Farmy, SecCamp ",168,2,0,0,0,technical,medium
435,,0.51,"SecCamp ,Smurfs  ,Salah lFrog",243,2,0,0,0,sales,low
436,0.43,0.63,"Raid Dorms Cook,Drug Design,Smurfs  ",156,3,0,0,0,sales,medium
437,0.11,0.88,"  Penalizing System,WebCamp,Drug Design,Smurfs, SecCamp ,Raid Dorms Cook",294,4,0,1,0,IT,medium
438,0.49,0.99,"  Penalizing System,SecCamp ,Penalizing System,Raid Dorms Cook,Drug Design,  AiFest23  ",230,4,0,0,0,accounting,low
439,0.42,0.47,"  Penalizing System,SecCamp ",130,3,0,1,0,hr,low
440,0.36,0.55,"Farmy,AiFest23",141,3,0,1,0,hr,medium
441,0.39,0.57,"Penalizing System,Smurfs  ",133,3,0,1,0,technical,medium
442,0.93,0.75,"Penalizing System,SecCamp ,Smurfs  ,Raid Dorms Cook,AiFest23",143,3,0,0,0,support,low
443,0.62,0.79,"Smurfs,Penalizing System,Smurfs  ",274,3,0,0,0,support,medium
444,0.99,0.44,"Smurfs  , SecCamp ,Smurfs,Raid Dorms Cook,Penalizing System,SecCamp ",104,6,0,0,0,technical,low
445,0.42,0.47,"Farmy,Drug Design",137,3,0,1,0,support,medium
446,0.71,0.93,"Penalizing System,Raid Dorms Cook,AiFest23",287,5,0,0,0,sales,medium
447,0.9,0.55," SecCamp ,  Drug Design  ,AiFest23,Penalizing System",211,3,0,0,0,accounting,medium
448,0.87,0.55,"WebCamp,  Drug Design  ,SecCamp ,Raid Dorms Cook",197,3,0,0,0,technical,high
449,0.77,1.0,"Drug Design,Smurfs,AiFest23,Penalizing System",232,5,0,1,0,technical,medium
450,0.1,0.95,"  Penalizing System,  Drug Design  ,Salah lFrog,Smurfs  ,WebCamp,AiFest23",244,5,0,1,0,IT,medium
451,0.66,0.65,"  Drug Design  ,Drug Design,  AiFest23  ",196,3,1,0,0,technical,low
452,0.93,0.5," SecCamp ,  Penalizing System,  AiFest23  ,Smurfs,Farmy",272,3,0,0,0,sales,low
453,0.8,0.77,"Penalizing System,Smurfs,  Penalizing System,Smurfs  ,  Drug Design  ",256,2,0,0,0,technical,low
454,0.72,0.58,"  Drug Design  ,Smurfs  ,Raid Dorms Cook,Smurfs",255,2,0,0,0,RandD,high
455,0.15,0.8,"Salah lFrog,Raid Dorms Cook, SecCamp ,WebCamp,  Drug Design  ",121,5,0,0,0,sales,medium
456,0.78,0.84,"SecCamp ,Farmy,Smurfs",233,3,1,0,0,IT,low
457,0.63,0.89,"AiFest23,SecCamp ,  AiFest23  ,Drug Design",246,3,0,0,0,technical,medium
458,0.98,0.56,"SecCamp ,  AiFest23  ,Raid Dorms Cook",157,2,0,0,0,management,low
459,0.4,0.56," SecCamp ,  Drug Design  ",148,3,0,1,0,technical,medium
460,0.62,0.7,"Raid Dorms Cook,Smurfs",134,3,0,0,0,product_mng,low
461,0.55,0.58,"Smurfs  ,SecCamp ,Smurfs",254,2,0,0,0,management,high
462,0.1,0.97,"Raid Dorms Cook,AiFest23,WebCamp, SecCamp ,Penalizing System,Smurfs  ,  Drug Design  ",254,4,0,1,0,sales,low
463,0.09,0.94,"  Drug Design  ,Drug Design,  AiFest23  ,Salah lFrog,Smurfs,WebCamp",283,5,0,1,0,IT,low
464,0.39,0.57,"Smurfs,Smurfs  ",130,3,0,1,0,hr,low
465,0.7,0.93,"Penalizing System,  Drug Design  ,Raid Dorms Cook",250,3,0,0,0,marketing,low
466,0.6,0.91,"Penalizing System,Raid Dorms Cook",168,4,0,0,0,hr,low
467,0................8,0.64,"AiFest23,SecCamp ,Farmy,Penalizing System,WebCamp",180,2,0,0,0,support,low
468,0.85,0.59,"Salah lFrog,WebCamp, SecCamp ,Penalizing System,  Drug Design  ",236,3,0,0,0,sales,low
469,0.8,0.97,"Drug Design,WebCamp,  AiFest23  ,Smurfs,Smurfs  ",258,3,0,0,0,IT,medium
470,0.9,0.59,"AiFest23,WebCamp,Smurfs  ",247,2,0,0,0,sales,medium
471,0.99,0.61,"Salah lFrog,  Drug Design  ,Smurfs  ",167,3,0,0,0,sales,medium
472,0..36,0.66,"Penalizing System,  Penalizing System,Drug Design,Farmy",97,2,0,0,0,sales,high
473,0.77,0.93,"SecCamp ,Smurfs  ,Salah lFrog,Penalizing System,Farmy",182,4,0,0,0,support,medium
474,0.25,0.97,"Raid Dorms Cook,Smurfs  ,Smurfs",158,3,0,0,0,sales,low
475,0.44,0.67,"Salah lFrog,WebCamp,  Penalizing System",113,2,0,0,0,support,low
476,0.76,0.76,"Farmy,  AiFest23  ,  Penalizing System,Drug Design,WebCamp",175,3,0,0,0,IT,low
477,0.96,1.0," SecCamp ,Salah lFrog,  Penalizing System,Smurfs  ,Penalizing System",148,3,0,0,0,product_mng,low
478,,0.59,"Salah lFrog, SecCamp ,  Drug Design  ,SecCamp ",245,2,0,0,0,management,low
479,0.1,0.83,"Penalizing System,Raid Dorms Cook,Smurfs  ,SecCamp ,  AiFest23  ,Drug Design",295,4,0,1,0,product_mng,medium
480,0.46,0.88,"Smurfs  ,WebCamp,  Penalizing System,Penalizing System,AiFest23",169,3,0,0,0,management,medium
481,0.78,0.54,"Penalizing System,Smurfs  ,  Drug Design  ",161,3,0,0,0,support,medium
482,0.98,0.74,"SecCamp ,Raid Dorms Cook,Smurfs,  Penalizing System",151,3,0,0,0,sales,medium
483,0.57,0.6,"Drug Design,Salah lFrog,  Drug Design  ,Smurfs",248,4,0,0,0,IT,low
484,0.67,0.96," SecCamp ,Salah lFrog,  Penalizing System,AiFest23",207,3,0,0,0,technical,medium
485,0.75,0.68,"Drug Design,Raid Dorms Cook,SecCamp ",150,2,1,0,0,support,medium
486,0.09,0.93,"Farmy,WebCamp,AiFest23,Salah lFrog,Drug Design,  Drug Design  ",273,5,0,1,0,sales,low
487,0.92,0.61,"Smurfs, SecCamp ,WebCamp,Smurfs  ",143,8,0,0,0,sales,low
488,0.8,0.58,"Salah lFrog,  Drug Design  ,  AiFest23  ,SecCamp ",189,2,0,0,0,support,medium
489,0.46,0.55,"Farmy,SecCamp ",129,3,0,1,0,sales,low
490,0................36,0.56,"Salah lFrog,SecCamp ",132,3,0,1,0,IT,medium
491,0.74,0.71,"  AiFest23  ,Raid Dorms Cook,Drug Design,Smurfs  ",133,2,0,0,0,technical,medium
492,0.55,0.97," SecCamp ,  Drug Design  ",140,2,0,0,0,sales,medium
493,0.53,0.81,"Smurfs,WebCamp,Salah lFrog",275,2,0,0,0,technical,low
494,0.11,0.91,"Farmy,Salah lFrog,Drug Design,  Penalizing System,Penalizing System,  AiFest23  ",308,4,1,1,0,IT,low
495,0.78,0.87,"  AiFest23  ,AiFest23,Farmy,WebCamp",264,3,0,0,0,accounting,medium
496,,0.7,"Smurfs  ,AiFest23,Smurfs,Penalizing System",157,4,0,0,0,support,medium
497,0.76,0.65,"Salah lFrog,Smurfs,AiFest23,  Drug Design  ",195,3,0,0,0,sales,low
498,0.09,0.79,"Penalizing System,AiFest23,  Penalizing System,WebCamp,Smurfs  , SecCamp ",276,4,0,1,0,sales,medium
499,0.64,0.53,"Farmy,  Penalizing System,Penalizing System, SecCamp ",163,3,0,0,0,support,medium
500,0.82,0.55,"Smurfs,Farmy,  Penalizing System",207,2,0,0,0,marketing,high
501,0.1,0.86,"Smurfs,  AiFest23  ,AiFest23,  Penalizing System,Salah lFrog,WebCamp",283,4,0,1,0,support,low
502,0.37,0.37," SecCamp ,  Drug Design  ,WebCamp",168,3,0,0,0,hr,low
503,0.37,0.51,"  Drug Design  ,Smurfs",153,3,0,1,0,product_mng,low
504,,0.76,"  Penalizing System, SecCamp ,Raid Dorms Cook,Salah lFrog,Penalizing System",217,3,0,0,0,support,low
505,0.76,0.89," SecCamp ,Drug Design,Salah lFrog,Smurfs  ",181,3,0,0,0,IT,low
506,0.54,0.5,"Farmy, SecCamp ,Salah lFrog,WebCamp",160,3,0,0,0,support,medium
507,0.26,0.91,"Salah lFrog,Penalizing System,Smurfs  ,Raid Dorms Cook,Drug Design",183,6,0,0,0,IT,medium
508,,0.87,"  AiFest23  , SecCamp ,  Penalizing System",177,4,0,1,0,hr,medium
509,0.89,0.69,"Drug Design,  Penalizing System,Raid Dorms Cook",173,3,0,0,0,sales,medium
510,,0.59,"Smurfs,Raid Dorms Cook,WebCamp,AiFest23",241,2,0,0,0,technical,low
511,0.42,0.54,"AiFest23,WebCamp",159,3,0,1,0,sales,medium
512,0.64,0.51,"  Penalizing System,Raid Dorms Cook,Smurfs  ,SecCamp ",207,2,0,0,0,IT,low
513,0.94,0.88,"WebCamp,Penalizing System,  Penalizing System,Salah lFrog",270,3,0,0,0,IT,medium
514,0.4,0.53,"Penalizing System,SecCamp ",155,3,0,1,0,IT,high
